412988614.362111,68
412988615.358247,68
412988616.355801,66
412988617.354380,61
412988618.351700,57
412988619.348571,56
412988620.347397,55
412988621.344293,55
412988622.341002,55
412988623.339431,55
412988624.336124,54
412988625.333965,53
412988626.332169,51
412988627.330086,49
412988628.327094,49
412988629.324603,49
412988630.322247,49
412988631.319682,48
412988632.317398,47
412988633.315946,47
412988634.311835,47
412988636.307508,47
412988636.310011,47
412988638.302569,47
412988638.305654,47
412988639.299327,47
412988640.298831,47
412988641.294319,47
412988642.291763,47
412988643.289338,47
412988644.286868,47
412988645.284998,47
412988646.283165,49
412988647.279423,49
412988649.275422,49
412988650.273653,50
412988651.270607,50
412988652.268533,50
412988654.262297,51
412988656.257188,51
412988656.262616,53
412988658.253654,53
412988658.258740,54
412988659.254863,54
412988660.247415,54
412988661.245078,56
412988662.243210,57
412988663.241075,57
412988664.236164,57
412988665.234735,58
412988666.231925,59
412988667.230291,60
412988669.225254,60
412988669.230574,63
412988670.223527,64
412988671.221609,64
412988672.219137,67
412988673.216345,69
412988674.214190,69
412988677.205548,69
412988677.209246,69
412988678.203698,70
412988680.198222,70
412988680.204545,69
412988681.195726,69
412988684.188655,69
412988684.192421,69
412988685.187486,69
412988686.184737,68
412988687.181492,69
412988688.179506,69
412988689.177217,69
412988690.173511,69
412988691.171557,71
412988692.170119,71
412988693.167188,71
412988694.164175,72
412988695.163084,72
412988696.159596,73
412988697.156550,75
412988699.152838,76
412988699.156235,76
412988700.150282,76
412988701.147623,78
412988702.144578,78
412988703.141669,78
412988704.139621,79
412988705.138608,79
412988706.134350,79
412988707.131873,81
412988708.129568,80
412988709.127866,80
412988710.124532,81
412988711.122337,81
412988712.121096,80
412988713.117735,80
412988714.114549,79
412988715.112164,78
412988716.109395,78
412988717.108196,72
412988718.105907,71
412988719.102752,70
412988720.099378,70
412988721.098662,69
412988722.094687,69
412988724.089610,68
412988725.086956,68
412988726.086915,68
412988727.082345,68
412988730.075455,68
412988730.078275,69
412988731.074344,69
412988733.068479,72
412988738.056988,73
412988738.062233,76
412988739.053621,80
412988740.051490,84
412988742.045947,84
412988742.048718,84
412988743.043123,84
412988745.038917,85
412988746.035337,85
412988747.033960,79
412988750.027799,76
412988750.030238,75
412988751.024948,75
412988754.015666,75
412988755.014901,75
412988756.011896,75
412988760.998485,77
412988761.996128,77
412988762.993876,78
412988763.992724,80
412988764.988940,80
412988765.988090,83
412988766.984729,88
412988769.977482,89
412988769.981909,89
412988770.974650,95
412988771.972273,99
412988772.970005,99
412988773.966660,100
412988774.964810,101
412988775.961859,101
412988776.962055,102
412988777.956613,102
412988778.954341,102
412988779.952634,102
412988780.949360,102
412988783.940521,101
412988784.938726,101
412988784.943447,100
412988785.938013,98
412988786.935505,98
412988788.930802,96
412988789.928509,95
412988791.922357,92
412988793.917440,91
412988794.916317,90
412988796.910011,90
412988797.908473,91
412988799.903576,92
412988800.901063,98
412988802.896607,98
412988803.892909,99
412988805.889077,99
412988807.884468,100
412988808.881208,100
412988810.876014,100
412988811.874157,99
412988814.866467,99
412988814.869526,97
412988817.858246,97
412988817.864705,93
412988819.853368,92
412988821.850006,92
412988824.842368,92
412988826.836138,92
412988827.835273,92
412988828.833107,89
412988829.829137,88
412988830.826778,88
412988831.825210,88
412988832.821620,88
412988833.819198,88
412988834.816670,88
412988836.812340,88
412988836.815804,88
412988837.810245,88
412988838.807853,89
412988839.804096,89
412988841.800478,88
412988841.803730,88
412988842.797695,89
412988843.793361,90
412988844.790633,90
412988845.789243,91
412988846.786777,90
412988847.784756,90
412988848.783326,89
412988849.780897,88
412988850.778587,89
412988854.767588,89
412988854.771577,90
412988855.765331,90
412988856.762369,91
412988857.760809,91
412988858.758326,91
412988859.755658,92
412988860.753591,92
412988861.751234,89
412988862.748551,87
412988863.745103,86
412988864.742457,86
412988865.743112,85
412988867.735832,84
412988867.739045,83
412988868.732934,82
412988869.730324,83
412988870.727783,84
412988871.726425,84
412988872.723771,84
412988873.721657,84
412988875.716418,85
412988876.733203,88
412988879.706593,89
412988879.708993,89
412988880.704468,89
412988882.698383,89
412988882.702867,89
412988883.695871,90
412988885.690867,90
412988885.699815,91
412988886.689677,91
412988887.687368,92
412988888.684463,93
412988889.682023,93
412988891.676116,93
412988891.682193,95
412988892.674285,96
412988893.672423,97
412988894.670450,97
412988895.667361,97
412988896.665638,97
412988898.659907,98
412988899.656739,98
412988900.655331,98
412988902.649188,98
412988904.643997,98
412988904.647358,97
412988905.640876,97
412988907.638298,96
412988907.641393,96
412988908.635678,96
412988909.631553,96
412988911.626954,96
412988912.626107,96
412988914.622416,97
412988914.625723,97
412988915.617945,97
412988916.615911,97
412988917.613931,97
412988918.610632,97
412988919.608142,98
412988920.606198,98
412988921.602361,98
412988923.598704,99
412988923.603211,100
412988925.592674,101
412988925.596081,101
412988926.592589,101
412988927.588931,102
412988929.583677,103
412988930.581059,105
412988932.576607,106
412988932.579406,106
412988933.574212,106
412988934.570475,107
412988935.568473,107
412988936.566468,107
412988937.564430,107
412988938.560918,107
412988939.559580,107
412988940.555716,108
412988942.551872,109
412988943.548234,109
412988944.547051,109
412988945.544292,108
412988947.538478,107
412988947.543433,107
412988948.536928,107
412988949.534351,107
412988950.531700,106
412988951.529397,106
412988952.526879,106
412988953.523607,106
412988954.520997,106
412988955.519652,105
412988956.516219,106
412988957.514857,107
412988958.512951,107
412988959.510026,107
412988960.507320,107
412988961.504866,107
412988963.499711,107
412988963.504385,106
412988967.491129,103
412988967.495480,102
412988969.485081,102
412988970.482840,101
412988971.480394,101
412988972.480365,102
412988973.474455,103
412988974.472876,104
412988975.470219,104
412988979.459386,104
412988980.458028,106
412988980.464230,109
412988981.454709,109
412988983.449641,109
412988984.448365,109
412988985.446829,106
412988987.439606,98
412988987.453013,96
412988988.439166,87
412988989.436034,81
412988990.433679,79
412988991.431033,79
412988992.428873,79
412988993.426360,79
412988994.422460,79
412988995.421947,79
412988996.417838,79
412988998.427193,79
412988998.432348,80
412988999.411761,81
412989000.407925,82
412989001.405873,82
412989002.404947,83
412989003.400989,86
412989004.407798,87
412989005.398134,88
412989006.394032,89
412989007.392351,90
412989008.389289,90
412989009.387868,92
412989010.387199,93
412989012.381111,94
412989012.384938,94
412989013.377236,94
412989014.374783,95
412989015.372757,95
412989018.370080,95
412989018.374801,95
412989019.362349,96
412989020.358675,96
412989021.358717,96
412989022.353779,96
412989023.352110,96
412989024.349911,96
412989025.348550,95
412989026.344617,92
412989027.342610,92
412989028.339841,92
412989029.338597,92
412989030.334315,92
412989031.332643,91
412989032.329108,91
412989033.328061,91
412989034.326352,91
412989035.321730,91
412989036.319250,90
412989037.318234,89
412989038.316922,89
412989039.312412,89
412989040.310410,89
412989042.304428,88
412989042.310144,89
412989043.302577,88
412989044.300829,88
412989045.299914,85
412989046.295799,85
412989048.289888,84
412989048.293206,84
412989049.287455,84
412989050.286268,83
412989051.283847,83
412989054.276633,81
412989055.272475,79
412989055.278469,77
412989056.270722,74
412989057.269215,75
412989058.265220,75
412989059.263257,74
412989060.262310,75
412989061.257919,75
412989062.255305,73
412989063.254961,73
412989064.251949,73
412989065.247980,73
412989066.246862,73
412989068.241697,73
412989068.245112,73
412989069.238379,74
412989070.236885,76
412989071.235019,76
412989072.230685,76
412989073.229147,76
412989074.225910,76
412989075.223169,76
412989076.222099,76
412989077.219633,76
412989078.216750,73
412989079.214412,70
412989080.212354,69
412989081.208324,69
412989082.206324,68
412989083.205366,67
412989084.201303,66
412989085.199321,66
412989086.197209,69
412989087.194634,71
412989089.190712,71
412989089.193746,72
412989090.188579,72
412989092.182963,72
412989092.188272,73
412989093.178697,73
412989094.176339,73
412989096.172707,76
412989097.169170,77
412989098.167234,78
412989099.165116,78
412989100.161710,79
412989101.160162,79
412989102.157828,80
412989104.152881,81
412989104.157264,82
412989105.151183,83
412989106.147022,83
412989107.144525,79
412989109.141349,79
412989109.144454,78
412989112.132023,78
412989113.130681,77
412989115.126220,73
412989115.129004,73
412989116.123787,73
412989117.121215,73
412989119.114982,73
412989119.118758,73
412989120.113824,74
412989121.110917,74
412989122.108756,74
412989126.098803,74
412989128.095548,74
412989128.099564,78
412989129.091506,78
412989130.089359,78
